customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
XXXX-54078-XX,Male,No,Yes,Yes,5,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,52.31,7004.57,No
XXXX-54131-XX,Female,Yes,Yes,No,49,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,110.5,7697.15,Yes
XXXX-54238-XX,Female,Yes,No,No,75,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Bank transfer,106.82,7195.11,No
XXXX-54247-XX,Female,Yes,Yes,No,78,No,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,61.52,6003.42,Yes
XXXX-54261-XX,Male,No,No,Yes,12,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer,35.04,8061.77,No
XXXX-54262-XX,Female,Yes,No,Yes,25,No,Yes,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Credit card,83.5,4373.31,Yes
XXXX-54425-XX,Male,No,Yes,No,57,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,No,Bank transfer,26.54,5886.38,Yes
XXXX-54482-XX,Male,Yes,Yes,Yes,32,No,Yes,No,No,No,No internet service,Yes,No internet service,Yes,One year,No,Credit card,67.13,3718.84,Yes
XXXX-54811-XX,Male,Yes,No,No,67,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Credit card,73.92,5793.52,Yes
XXXX-55002-XX,Female,No,No,Yes,36,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Credit card,98.57,5508.7,Yes
XXXX-55017-XX,Male,Yes,Yes,No,6,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.02,7571.18,No
XXXX-55106-XX,Male,Yes,No,Yes,58,No,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer,110.79,1935.85,No
XXXX-55236-XX,Male,Yes,No,Yes,4,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,114.52,1420.15,No
XXXX-55445-XX,Male,No,No,Yes,50,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,114.85,1645.14,Yes
XXXX-55525-XX,Female,No,Yes,No,5,No,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,69.91,6123.48,Yes
XXXX-55543-XX,Male,No,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Credit card,67.39,1107.82,Yes
XXXX-55587-XX,Male,No,No,Yes,42,No,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer,28.2,6580.49,No
XXXX-55714-XX,Male,Yes,Yes,Yes,22,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,103.07,5524.54,Yes
XXXX-55758-XX,Male,Yes,No,Yes,32,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,101.55,6882.7,Yes
XXXX-56175-XX,Male,Yes,No,No,58,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,48.22,7498.98,Yes
XXXX-56214-XX,Male,Yes,No,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,23.22,2480.44,Yes
XXXX-56271-XX,Male,Yes,No,No,42,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card,30.64,1522.96,No
XXXX-56427-XX,Male,No,No,No,40,Yes,No,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,84.66,3856.28,Yes
XXXX-56514-XX,Male,Yes,Yes,No,48,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,111.21,8983.82,Yes
XXXX-56540-XX,Male,Yes,Yes,No,58,No,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,39.3,2958.26,Yes
XXXX-56576-XX,Male,No,Yes,Yes,39,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,67.78,2649.66,Yes
XXXX-56717-XX,Male,Yes,No,No,61,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,22.49,8849.28,Yes
XXXX-56732-XX,Male,No,No,Yes,22,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,110.16,2444.64,No
XXXX-56843-XX,Male,No,Yes,No,16,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,80.46,6875.25,No
XXXX-56959-XX,Female,Yes,Yes,Yes,4,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,30.47,7934.3,No
XXXX-56975-XX,Male,Yes,Yes,Yes,63,No,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,No,Credit card,92.53,4238.82,No
XXXX-57202-XX,Female,Yes,No,No,15,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,59.16,1368.38,Yes
XXXX-57254-XX,Male,No,Yes,No,31,Yes,No phone service,No,No internet service,No,No,No,Yes,No,Two year,No,Credit card,20.54,2844.62,No
XXXX-57280-XX,Male,No,No,Yes,46,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,62.07,8121.7,Yes
XXXX-57295-XX,Female,No,No,No,36,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Credit card,104.85,5229.98,Yes
XXXX-57333-XX,Female,Yes,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,79.41,3788.5,Yes
XXXX-57362-XX,Male,No,No,Yes,45,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Credit card,63.65,580.8,Yes
XXXX-57605-XX,Female,No,No,Yes,44,No,No phone service,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,112.57,7526.82,No
XXXX-57915-XX,Male,Yes,Yes,No,68,No,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,24.63,7978.94,No
XXXX-57926-XX,Female,Yes,Yes,Yes,61,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Electronic check,47.85,6737.84,Yes
XXXX-58136-XX,Female,Yes,No,No,29,No,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,114.9,4247.43,Yes
XXXX-58190-XX,Male,Yes,No,No,7,No,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,No,Bank transfer,39.37,6510.4,No
XXXX-58354-XX,Male,Yes,No,Yes,2,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer,52.92,2646.16,Yes
XXXX-58404-XX,Male,No,Yes,No,79,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Bank transfer,114.41,1824.75,Yes
XXXX-58447-XX,Female,No,Yes,Yes,20,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Bank transfer,28.04,3848.98,Yes
XXXX-58555-XX,Female,Yes,Yes,No,45,No,No phone service,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card,27.29,3866.52,No
XXXX-58747-XX,Female,Yes,No,No,38,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,30.2,5901.25,Yes
XXXX-58925-XX,Female,Yes,No,Yes,20,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer,104.02,3298.16,Yes
XXXX-58984-XX,Female,No,No,No,42,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,28.62,7631.13,No
XXXX-59080-XX,Male,Yes,Yes,Yes,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,24.29,7750.48,No
XXXX-59115-XX,Female,No,No,Yes,68,No,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Credit card,47.95,1879.62,Yes
XXXX-59376-XX,Male,Yes,No,No,39,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,107.53,3846.38,Yes
XXXX-59377-XX,Male,No,Yes,Yes,75,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,22.76,5294.55,No
XXXX-59407-XX,Male,No,Yes,Yes,7,No,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,79.1,2967.89,Yes
XXXX-59689-XX,Male,Yes,Yes,No,23,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,93.92,594.03,Yes
XXXX-59726-XX,Female,No,Yes,Yes,70,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer,88.17,1423.23,Yes
XXXX-59811-XX,Female,No,Yes,No,49,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,71.97,6950.85,Yes
XXXX-59922-XX,Female,No,No,No,75,No,Yes,No,No,Yes,No,No,No,Yes,One year,No,Mailed check,42.43,1623.23,Yes
XXXX-60015-XX,Female,Yes,Yes,No,52,No,No phone service,DSL,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Credit card,105.14,2279.95,No
XXXX-60108-XX,Female,No,Yes,No,67,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card,85.76,879.11,No
XXXX-60300-XX,Female,No,Yes,No,2,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Bank transfer,50.93,4829.02,No
XXXX-60336-XX,Male,No,Yes,No,56,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,45.93,2289.06,No
XXXX-60343-XX,Male,No,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,No,Bank transfer,42.38,334.14,Yes
XXXX-60428-XX,Male,No,No,Yes,47,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,82.13,5272.73,No
XXXX-60448-XX,Male,Yes,No,No,10,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,109.36,7868.5,No
XXXX-60517-XX,Female,No,No,No,20,No,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,60.23,7011.84,No
XXXX-60612-XX,Female,Yes,No,Yes,24,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Bank transfer,18.57,839.95,No
XXXX-60636-XX,Female,No,Yes,No,44,No,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer,105.97,1182.04,Yes
XXXX-60859-XX,Female,Yes,Yes,No,56,Yes,Yes,No,Yes,No,No,No internet service,No,No,One year,No,Credit card,43.37,3996.98,No
XXXX-60990-XX,Female,No,No,Yes,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,29.98,1525.18,No
XXXX-60993-XX,Male,No,No,Yes,62,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card,65.63,6437.89,No
XXXX-61005-XX,Male,Yes,Yes,Yes,26,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Bank transfer,51.36,1471.31,Yes
XXXX-61214-XX,Male,No,No,No,58,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,54.94,7179.21,Yes
XXXX-61293-XX,Male,No,Yes,Yes,37,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,21.28,2218.38,Yes
XXXX-61407-XX,Male,Yes,No,No,69,No,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.6,3528.94,No
XXXX-61663-XX,Female,No,Yes,No,12,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,37.05,4268.39,Yes
XXXX-61745-XX,Female,Yes,No,No,42,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,No,Credit card,108.71,3708.78,No
XXXX-61885-XX,Female,Yes,No,Yes,49,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Credit card,78.16,4185.19,Yes
XXXX-61934-XX,Male,Yes,Yes,No,24,No,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,97.71,5358.38,No
XXXX-61990-XX,Female,No,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,101.38,2283.85,No
XXXX-61991-XX,Male,No,Yes,Yes,51,Yes,No,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card,95.63,2051.9,No
XXXX-62083-XX,Female,No,No,No,2,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer,61.21,4379.75,Yes
XXXX-62224-XX,Male,Yes,Yes,No,47,No,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No,Two year,No,Electronic check,77.2,1635,No
XXXX-62251-XX,Female,Yes,Yes,Yes,42,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,82.69,8765.99,No
XXXX-62256-XX,Female,No,No,Yes,47,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,63.69,6038.97,Yes
XXXX-62329-XX,Female,No,No,Yes,6,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card,28.74,5378.03,No
XXXX-62528-XX,Male,No,Yes,No,61,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer,41.76,5254.17,No
XXXX-62638-XX,Male,Yes,No,Yes,42,No,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,21.76,3045.6,No
XXXX-62662-XX,Male,Yes,Yes,Yes,9,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,No,Credit card,24.69,695.94,No
XXXX-62733-XX,Male,Yes,No,No,23,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,79.86,1191.47,Yes
XXXX-62736-XX,Female,Yes,No,No,24,No,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,40.42,6783.73,No
XXXX-62796-XX,Female,Yes,No,No,74,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.53,4690.41,No
XXXX-62921-XX,Female,No,No,No,75,No,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,95.89,5409.11,Yes
XXXX-62992-XX,Female,Yes,Yes,Yes,70,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,114.08,8648.48,Yes
XXXX-62995-XX,Female,No,Yes,Yes,5,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,59.64,1720.42,Yes
XXXX-63006-XX,Male,No,Yes,No,73,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,103.64,8988.31,Yes
XXXX-63222-XX,Male,Yes,No,No,27,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,19.81,6260.79,No
XXXX-63330-XX,Female,No,Yes,No,38,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,39.99,508.6,Yes
XXXX-63351-XX,Female,No,Yes,Yes,5,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer,38.37,6890.7,No
XXXX-63413-XX,Female,No,Yes,No,44,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,119.47,7357.42,Yes
XXXX-63441-XX,Female,Yes,Yes,Yes,12,No,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,104.33,6366.12,Yes
XXXX-63682-XX,Male,Yes,No,Yes,79,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,101.46,2648.67,No
XXXX-63707-XX,Female,No,No,No,44,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,114.41,4901.02,Yes
XXXX-63871-XX,Male,Yes,No,No,56,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,75.28,8077.6,No
XXXX-63932-XX,Male,No,No,Yes,70,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card,69.94,2942.01,No
XXXX-64021-XX,Male,No,Yes,Yes,40,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,28.07,8748.94,No
XXXX-64045-XX,Male,No,No,Yes,42,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,50,7114.87,No
XXXX-64098-XX,Male,Yes,Yes,Yes,62,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,111.58,4883.94,No
XXXX-64240-XX,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer,36.09,596.83,No
XXXX-64268-XX,Female,No,Yes,Yes,67,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,20.27,3877.35,No
XXXX-64340-XX,Male,Yes,Yes,Yes,31,No,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer,81.97,8911.19,No
XXXX-64384-XX,Female,No,No,No,23,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,One year,No,Mailed check,103.2,7255.05,No
XXXX-64553-XX,Male,Yes,Yes,Yes,74,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,41.56,1936.88,No
XXXX-64693-XX,Male,Yes,No,Yes,29,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,No,Bank transfer,111.62,1417.97,No
XXXX-64748-XX,Male,No,No,No,53,No,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Credit card,62.17,2577.51,Yes
XXXX-64886-XX,Male,Yes,Yes,Yes,43,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,112.99,7533.66,No
XXXX-65016-XX,Male,Yes,No,Yes,22,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card,86.47,672.69,Yes
XXXX-65069-XX,Male,Yes,No,No,0,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,75.61,4788.41,Yes
XXXX-65123-XX,Male,Yes,Yes,Yes,22,No,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,76.11,7134.41,No
XXXX-65129-XX,Male,No,Yes,No,8,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,80.6,6502.75,Yes
XXXX-65284-XX,Male,No,No,Yes,10,Yes,No phone service,No,No,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card,31.46,4404.41,Yes
XXXX-65393-XX,Male,Yes,No,No,61,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,40.95,7417.7,Yes
XXXX-65479-XX,Male,Yes,No,No,52,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer,37.78,2694.13,Yes
XXXX-65591-XX,Male,Yes,No,Yes,47,Yes,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,83.96,4952.28,No
XXXX-65609-XX,Female,Yes,No,Yes,34,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,33.02,6698.76,No
XXXX-65645-XX,Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card,110.88,3021.53,No
XXXX-65658-XX,Female,No,Yes,No,28,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,42.87,3069.29,No
XXXX-65680-XX,Female,No,Yes,Yes,52,No,Yes,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,85.44,8924.55,No
XXXX-65766-XX,Female,No,No,No,40,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,35.32,8467.64,Yes
XXXX-65771-XX,Male,Yes,No,Yes,64,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer,28.22,3711.15,No
XXXX-65820-XX,Female,Yes,Yes,Yes,74,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,85.6,3537.42,Yes
XXXX-66044-XX,Male,No,Yes,Yes,19,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,49.6,2664.29,Yes
XXXX-66138-XX,Female,No,No,Yes,75,No,No,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card,98.81,5031.28,Yes
XXXX-66178-XX,Male,Yes,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,56.27,4123.68,Yes
XXXX-66179-XX,Female,No,No,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,112.41,1027.66,No
XXXX-66250-XX,Male,Yes,Yes,Yes,61,No,Yes,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Credit card,65.17,3016.76,No
XXXX-66397-XX,Male,Yes,Yes,No,63,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,69.81,7536.33,Yes
XXXX-66491-XX,Male,No,Yes,No,56,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,92.44,8609.94,Yes
XXXX-66556-XX,Male,No,No,Yes,21,No,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer,102.83,74.67,No
XXXX-66570-XX,Male,No,No,Yes,48,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,88.93,6699.03,No
XXXX-66573-XX,Female,No,No,Yes,24,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,No,Credit card,119.85,2645.15,Yes
XXXX-66661-XX,Male,Yes,No,Yes,79,No,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer,64.16,4761.96,Yes
XXXX-66793-XX,Male,Yes,Yes,No,27,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,30.41,118.47,Yes
XXXX-66800-XX,Male,No,Yes,No,27,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,29.71,7428.02,No
XXXX-66835-XX,Female,Yes,No,No,1,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,32.31,8870.99,Yes
XXXX-66886-XX,Male,Yes,No,Yes,59,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,59.44,7279.97,Yes
XXXX-66958-XX,Female,No,No,Yes,32,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,No,Mailed check,60.81,7478.64,Yes
XXXX-67043-XX,Female,Yes,No,Yes,52,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card,68.54,2344.82,No
XXXX-67091-XX,Male,Yes,No,Yes,5,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,29.4,5592.62,No
XXXX-67108-XX,Male,Yes,No,No,1,No,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,108.45,4106,Yes
XXXX-67458-XX,Female,Yes,Yes,No,50,No,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,90.35,3839.27,Yes
XXXX-67679-XX,Male,No,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,67.22,7140.26,Yes
XXXX-67799-XX,Female,Yes,No,Yes,28,No,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,53.95,1507.27,Yes
XXXX-67854-XX,Male,Yes,No,No,72,No,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.28,2178.1,No
XXXX-68017-XX,Male,Yes,Yes,No,35,No,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,20.26,3245.29,Yes
XXXX-68053-XX,Male,No,No,Yes,7,No,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,27.25,6331.6,No
XXXX-68067-XX,Female,No,No,Yes,71,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,64.21,2149.59,Yes
XXXX-68141-XX,Male,No,Yes,Yes,78,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer,59.08,1032.03,No
XXXX-68243-XX,Female,Yes,No,No,49,No,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card,111.79,3769.35,Yes
XXXX-68335-XX,Male,No,Yes,No,19,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Credit card,49.15,928.1,No
XXXX-68596-XX,Male,No,Yes,No,14,No,No,No,No,No,No internet service,No,No,No,Two year,Yes,Bank transfer,108.36,6659.97,Yes
XXXX-68656-XX,Female,No,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,42.35,7210.22,Yes
XXXX-68871-XX,Male,No,No,No,57,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,29.84,5638.49,Yes
XXXX-69031-XX,Female,No,Yes,Yes,76,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Credit card,67.09,1975.21,No
